codigo,detalle_url,item,principio_activo,forma_farmaceutica,concentracion,presentacion_comercial,estado,presupuesto,provincia,canton,fecha_publicacion
SICM-021-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=FBZaIXcC33gOhpR-FRhYxAxznO995LifCub9v5cyK6c,",DCI: KETOROLACO - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 30 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 2 ML,Ketorolaco,Líquido Parenteral,30 MG/ML,Caja X Ampolla-S- X 2 Ml,Adjudicado otros oferentes,0.12895,Pichincha , Quito,2022-03-23 08:00:00
SICM-009-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=hIR-v1A3SfIl03RzGzblAr_YFKCyvKpLPIROFn8kt7c,",DCI: ITRACONAZOL - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 100 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Itraconazol,Sólido Oral,100 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.07715,Pichincha , Quito,2022-03-23 08:00:00
SICM-022-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=wzc7wSMkZwGsZCEzVpqd10Mo2WKNnTfaLus_UAOA3AE,",DCI: IBUPROFENO - FORMA FARMACÉUTICA: LÍQUIDO ORAL - CONCENTRACIÓN: 200 MG/5 ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 100 ML -MÍNIMO- CON DOSIFICADOR,Ibuprofeno,Líquido Oral,200 MG/5 ML,Caja X Frasco X 100 Ml -Mínimo- Con Dosificador,Adjudicado otros oferentes,0.8652,Pichincha , Quito,2022-03-23 08:00:00
SICM-010-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=S0Ksc70n8_3Vu7Pilt5tIsfmJ6vLjbRgI1yf0j39SZE,",DCI: CLOPIDOGREL - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 75 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Clopidogrel,Sólido Oral,75 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.02535,Pichincha , Quito,2022-03-23 08:00:00
SICM-011-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=pLWHWWpEq_aGgwKHrEXTyQcn7qM48NmIEz404E6mXkU,",DCI: ATENOLOL - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 100 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Atenolol,Sólido Oral,100 MG,Caja X Blíster/Ristra,Adjudicado otros oferentes,0.03,Pichincha , Quito,2022-03-23 08:00:00
SICM-012-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=sNvz5Sz-ip_OZU9fZCNYZVZge3IvCaYr0VcuKsdWLWU,",DCI: AMLODIPINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 10 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Amlodipina,Sólido Oral,10 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.01212,Pichincha , Quito,2022-03-23 08:00:00
SICM-024-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Co09pOiGHI4c1-IlUV4iyObHS_9b5d-Z7Ex-Y104TiE,",DCI: PARACETAMOL - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Paracetamol,Sólido Oral,500 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.00683,Pichincha , Quito,2022-03-23 08:00:00
SICM-025-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=gvequUbNxGCgxNQB9W-xliOq2s2x-FbjxLAAlmAU8-w,",DCI: FLUOXETINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 20 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Fluoxetina,Sólido Oral,20 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.01763,Pichincha , Quito,2022-03-23 08:00:00
SICM-026-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=EKnDrrWld_BcoVue-6rKNatV4ovhCj0qIyDSqpwOsgI,",DCI: OMEPRAZOL - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 20 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Omeprazol,Sólido Oral,20 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.0129,Pichincha , Quito,2022-03-23 08:00:00
SICM-027-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Z8SiMTqRIsMf4QTAg3KIeXVoepQsbqJqpDa3XUiZjzo,",DCI: OMEPRAZOL - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 40 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- CON DILUYENTE - CAJA X VIAL-ES-,Omeprazol,Sólido Parenteral,40 MG,Caja X Vial-Es- Con Diluyente - Caja X Vial-Es-,Adjudicado oferente ganador,0.28655,Pichincha , Quito,2022-03-23 08:00:00
SICM-028-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Tj0e0yxzEH29agXLDWNwbpWcTe5PgAalOwzvvmZHhvY,",DCI: METFORMINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 1 000 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Metformina,Sólido Oral,1 000 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.037,Pichincha , Quito,2022-03-23 08:00:00
SICM-029-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=K3F4vAqyGdh4h7WzZ9KvpkAFzbqdJ6X7jOKiOaJgcVE,",DCI: METFORMINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Metformina,Sólido Oral,500 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.023,Pichincha , Quito,2022-03-23 08:00:00
SICM-030-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=rdjCB4mF57RYdKPatjnU6dXdVjlSVLKOAgZ-SxKM07o,",DCI: METFORMINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 850 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Metformina,Sólido Oral,850 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.011,Pichincha , Quito,2022-03-23 08:00:00
SICM-013-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=taC3y3RGUrc7n51iJhascvaQKcvjdigIOfeHippYlBI,",DCI: AMLODIPINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 5 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Amlodipina,Sólido Oral,5 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.00772,Pichincha , Quito,2022-03-23 08:00:00
SICM-014-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=fn-YC9C-SMk0wuB_aWzajdoL1n6dJ9znVY_ywrTUY9w,",DCI: ENALAPRIL - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 20 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Enalapril,Sólido Oral,20 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.01583,Pichincha , Quito,2022-03-23 08:00:00
SICM-015-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=cRoE42RiK5js40U0p6WWRTgr7hlCxc-SZZ2OijYPS3o,",DCI: LOSARTÁN - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 100 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Losartán,Sólido Oral,100 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.012,Pichincha , Quito,2022-03-23 08:00:00
SICM-291-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=0wfn5zJLyKOL-JhaFtRbw1DWSvNer7MPj7RvRsHRlsQ,",DCI: ÁCIDO ASCÓRBICO -VITAMINA C- FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 100 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 5 ML,Ácido Ascórbico,Líquido Parenteral,100 MG/ML,Caja X Ampolla-S X 5 Ml,Adjudicado otros oferentes,0.25247,Pichincha , Quito,2022-08-16 08:00:00
SICM-300-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=9WdA3ZI59KkHqOBiHebJwm5X7emsaTrmyD4v2i2aOYM,",DCI: ALBÚMINA HUMANA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 20 % - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 50 ML,Albúmina Humana,Líquido Parenteral,20 %,Caja X Frasco X 50 Ml,Adjudicado oferente ganador,32.0,Pichincha , Quito,2022-08-16 08:00:00
SICM-315-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=OOWEdRWQDgn3gjIhYW3pt2KH9mpT7-w7MO21YNn1xww,",DCI: CARBOHIDRATOS -DEXTROSA EN AGUA- FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 5 % - PRESENTACIÓN COMERCIAL: FUNDA/BOLSA FLEXIBLE Y AUTOCOLAPSABLE X 500 ML CON SOBREFUNDA SELLADA HERMÉTICAMENTE,Carbohidratos,Líquido Parenteral,5 %,Funda/Bolsa Flexible Y Autocolapsable X 500 Ml Con Sobrefunda Sellada Herméticamente,Adjudicado oferente ganador,0.78,Pichincha , Quito,2022-08-16 08:00:00
SICM-297-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=68lTNNLr8vRZuP6usVbNT-T9Ty0QuWAzYEW75sYk5TM,",DCI: ADENOSINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 3 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 2 ML,Adenosina,Líquido Parenteral,3 MG/ML,Caja X Ampolla-S X 2 Ml,Adjudicado oferente ganador,15.61243,Pichincha , Quito,2022-08-16 08:00:00
SICM-310-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=vo5vb1aJ6d9zWNBqYE03PnWsz4H_JuXa3PV6zhwx5AU,","DCI: BETAMETASONA - FORMA FARMACÉUTICA: SEMISÓLIDO CUTÁNEO - CONCENTRACIÓN: 0,1 % - PRESENTACIÓN COMERCIAL: CAJA X TUBO X 15 G -MÍNIMO-",Betametasona,Semisólido Cutáneo,"0,1 %",Caja X Tubo X 15 G -Mínimo-,Adjudicado otros oferentes,2.56,Pichincha , Quito,2022-08-16 08:00:00
SICM-307-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=xZclh9iWF2k_jX9fGiaNr3Bjsc0HTyHatmA2sug8Esg,",DCI: BENCILPENICILINA BENZATÍNICA -PENICILINA G BENZATÍNICA- FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 2 400 000 UI - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES CON DISOLVENTE,Bencilpenicilina Benzatínica,Sólido Parenteral,2 400 000 UI,Caja X Vial-Es Con Disolvente,Adjudicado oferente ganador,0.36369,Pichincha , Quito,2022-08-16 08:00:00
SICM-303-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=oXvl8bSmeS1Ty_k08LIJC9FTH2hNqERjoT7op0jvv5I,",DCI: AMOXICILINA + ÁCIDO CLAVULÁNICO - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 MG + 200 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- CON DILUYENTE - CAJA X VIAL-ES,Amoxicilina + Ácido Clavulánico,Sólido Parenteral,1 000 MG + 200 MG,Caja X Vial-Es- Con Diluyente - Caja X Vial-Es,Adjudicado otros oferentes,1.55,Pichincha , Quito,2022-08-16 08:00:00
SICM-320-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=3LH80Otkq2OLFUsh1LyhdNG_2Af8OCtD4WFvpx1H3yk,",DCI: CEFAZOLINA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES,Cefazolina,Sólido Parenteral,1 000 MG,Caja X Vial-Es,Adjudicado otros oferentes,0.40091,Pichincha , Quito,2022-08-16 08:00:00
SICM-322-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=kKm-HAdDNRWNjppgO85lBn2W3_Hx2NNmG70mLxdY2jk,",DCI: CEFOTAXIMA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES,Cefotaxima,Sólido Parenteral,1 000 MG,Caja X Vial-Es,Adjudicado otros oferentes,1.31282,Pichincha , Quito,2022-08-16 08:00:00
SICM-323-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=d9W1cPgDcycXD3uyg2ZnYYNGoq2qtvhDpG1QTSeMKgY,",DCI: CEFTAZIDIMA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES,Ceftazidima,Sólido Parenteral,1 000 MG,Caja X Vial-Es,Adjudicado otros oferentes,0.97,Pichincha , Quito,2022-08-16 08:00:00
SICM-324-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=byUIDpNdTndWC0JAfLKlG_LD3wQdpLKc9atmRaPsA9I,",DCI: CEFTRIAXONA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- CON DILUYENTE - CAJA X VIAL-ES,Ceftriaxona,Sólido Parenteral,1 000 MG,Caja X Vial-Es- Con Diluyente - Caja X Vial-Es,Adjudicado oferente ganador,0.48545,Pichincha , Quito,2022-08-16 08:00:00
SICM-302-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=E2SIovRimuXNPJdV5YwTpCpiyB4Pio-a1vYquD7w5Bg,",DCI: AMFOTERICINA B - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 50 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES,Amfotericina B,Sólido Parenteral,50 MG,Caja X Vial-Es,Adjudicado otros oferentes,6.9,Pichincha , Quito,2022-08-16 08:00:00
SICM-318-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=G7IadaK5da7RTHFbHTZYFWmiMrrg2VTT04wQc14g5J8,",DCI: CASPOFUNGINA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 50 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES,Caspofungina,Sólido Parenteral,50 MG,Caja X Vial-Es,Adjudicado oferente ganador,131.28175,Pichincha , Quito,2022-08-16 08:00:00
SICM-319-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=UZAYPH2ys9m9UT7WgwI_LeWyneiH_BoYPFYTPcfvflA,",DCI: CASPOFUNGINA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 70 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES,Caspofungina,Sólido Parenteral,70 MG,Caja X Vial-Es,Adjudicado oferente ganador,185.9716,Pichincha , Quito,2022-08-16 08:00:00
SICM-290-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=osNAdKiMWjLpn7w6zG_HcdSnSmjtsx02FoE7PXSg1Ac,",DCI: ACICLOVIR - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 250 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES,Aciclovir,Sólido Parenteral,250 MG,Caja X Vial-Es,Adjudicado otros oferentes,4.5,Pichincha , Quito,2022-08-16 08:00:00
SICM-296-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=U7zu4WpdyS3fFngFVyfFgG-HFurE1wreyO81rplfV90,",DCI: ÁCIDO ZOLENDRÓNICO - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL / SÓLIDO PARENTERAL - CONCENTRACIÓN: 4 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- CON DILUYENTE - CAJA X VIAL-ES,Ácido Zolendrónico,Líquido Parenteral / Sólido Parenteral,4 MG,Caja X Vial-Es- Con Diluyente - Caja X Vial-Es,Adjudicado otros oferentes,10.2,Pichincha , Quito,2022-08-16 08:00:00
SICM-295-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=KjSIqZDEaRsc28Do8SEst1w5qfvLlI7ufMcgpjPyRxU,","DCI: ÁCIDO VALPRÓICO -SAL SÓDICA- FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 250 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA/FRASCO DOSIS PERSONAL, NO ENVASE HOSPITALARIO",Ácido Valpróico,Sólido Oral,250 MG,"Caja X Blíster/Ristra/Frasco Dosis Personal, No Envase Hospitalario",Adjudicado oferente ganador,0.27,Pichincha , Quito,2022-08-16 08:00:00
SICM-312-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=BjawYS03_VULR7uKQpmbZai3CyBjuubH3YbOvxk8EM0,",DCI: BIPERIDENO - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 4 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Biperideno,Sólido Oral,4 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.1,Pichincha , Quito,2022-08-16 08:00:00
SICM-298-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=G833tKUZz7wLdJzOZKrdEd_zrH5MHQHRYJG3Eap8dSw,",DCI: AGUA PARA INYECCIÓN - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: NO DEFINIDO - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 5 ML,Agua Para Inyección,Líquido Parenteral,NO DEFINIDO,Caja X Ampolla-S X 5 Ml,Adjudicado oferente ganador,0.12,Pichincha , Quito,2022-08-16 08:00:00
SICM-299-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=JQzeFAWoYqN6KqQlH11ok5w3Tle2myI7AzvwxGz03Jg,",DCI: AGUA PARA INYECCIÓN - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: NO DEFINIDO - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 10 ML,Agua Para Inyección,Líquido Parenteral,NO DEFINIDO,Caja X Ampolla-S X 10 Ml,Adjudicado oferente ganador,0.14,Pichincha , Quito,2022-08-16 08:00:00
SICM-649-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=PaCHqIW4sM8Sl_5VjIq3vP_-ELlswFLPR0WjBp8mc18,",DCI: INTERFERÓN BETA 1A - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL / SÓLIDO PARENTERAL - CONCENTRACIÓN: 6 000 000 UI - PRESENTACIÓN COMERCIAL: CAJA X JERINGA/CARTUCHO/PLUMA -PRELLENADAS-,Interferón Beta 1A,Líquido Parenteral / Sólido Parenteral,6 000 000 UI,Caja X Jeringa/Cartucho/Pluma -Prellenadas-,Adjudicado otros oferentes,187.78755,Pichincha , Quito,2022-08-15 08:00:00
SICM-650-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=1iRbGf1OOulIkYekFlz-8BaOCa9-TwMaAU9dlisAnZo,",DCI: ETANERCEPT - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 50 MG - PRESENTACIÓN COMERCIAL: CAJA X JERINGA-S-/PLUMA-S- PRELLENADA-S-,Etanercept,Líquido Parenteral,50 MG,Caja X Jeringa-S-/Pluma-S- Prellenada-S-,Adjudicado otros oferentes,180.0,Pichincha , Quito,2022-08-15 08:00:00
SICM-652-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=UYGIPqpk4pBlk1Z6SsTypWxsoYkvEUKh_vmviQnn8Xc,",DCI: BASILIXIMAB - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 20 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- CON DILUYENTE - CAJA X VIAL-ES-,Basiliximab,Sólido Parenteral,20 MG,Caja X Vial-Es- Con Diluyente - Caja X Vial-Es-,Adjudicado oferente ganador,1334.449,Pichincha , Quito,2022-08-15 08:00:00
SICM-653-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=utd_FCnpbWuRZzbi5rrlOJlx9AShgUgfRWuYzVz2NDs,",DCI: TALIDOMIDA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 100 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Talidomida,Sólido Oral,100 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,1.0,Pichincha , Quito,2022-08-15 08:00:00
SICM-657-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=N-NVLPdOvX8DJ4fLuXkDuFDeS3Nx6MxXfhTWk5Gi1GE,","DCI: BUPIVACAÍNA HIPERBÁRICA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN:0,75 % - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 4 ML",Bupivacaína Hiperbárica,Líquido Parenteral,,Caja X Ampolla-S- X 4 Ml,Adjudicado otros oferentes,2.78832,Pichincha , Quito,2022-08-15 08:00:00
SICM-658-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=us2eAtD7EmvTMLjsCja-YpY9YgSr18ImQsmrHF33-S8,",DCI: MORFINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 20 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 1 ML,Morfina,Líquido Parenteral,20 MG/ML,Caja X Ampolla-S- X 1 Ml,Adjudicado oferente ganador,0.85964,Pichincha , Quito,2022-08-15 08:00:00
SICM-659-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=eb4tF4dIwFpPcpzObnVHofvqwko6JveyoICc5vtYKEc,",DCI: BUPRENORFINA - FORMA FARMACÉUTICA: SÓLIDO CUTÁNEO -PARCHE TRANSDÉRMICO- - CONCENTRACIÓN: 20 MG - PRESENTACIÓN COMERCIAL: CAJA X PARCHE/PARCHES,Buprenorfina,Sólido Cutáneo -Parche Transdérmico-,20 MG,Caja X Parche/Parches,Adjudicado oferente ganador,8.15,Pichincha , Quito,2022-08-15 08:00:00
SICM-661-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=hCE6l6Z6ao_yIc2Y0Fv6AoIrYNdj0XghFM-VHEnSfhM,",DCI: HALOPERIDOL - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 50 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 1 ML,Haloperidol,Líquido Parenteral,50 MG/ML,Caja X Ampolla-S- X 1 Ml,Adjudicado otros oferentes,8.26577,Pichincha , Quito,2022-08-15 08:00:00
