index,codigo,detalle_url,entidad,objeto,estado,ubicacion,presupuesto,fecha_publicacion,semestre,cum_id,principio_activo,forma_farmaceutica,concentracion,presentacion,cantidad,precio_referencial,subtotal,proveedor_adjudicado,valor_adjudicado,fecha_adjudicacion,contrato
472,SICM-049-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=96oZTAOMmfF_NYVZbR3LlhCOSv6SnaRUS5oUC6Nyxzc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ATORVASTATINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 80 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.40390,2022-03-24 08:00:00,First 2022,C10AA05SOR281X0,Atorvastatina,Sólido oral,80 mg,Caja x blíster/ristra,972845.0,USD 0.403900,"USD 392,932.095500",KRONOS LABORATORIOS C. LTDA.,USD 0.230000,2022-06-20 14:57:47,SI
474,SICM-050-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=uLjh8b8313MzS9lBy6O6cS5acmEALy_aCMnJMML4t64,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: PROPOFOL - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 10 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- X 20 ML - CAJA X AMPOLLA-S- X 20 ML,Adjudicado otros oferentes,PICHINCHA / QUITO,$1.64610,2022-03-24 08:00:00,First 2022,N01AX10LPR077T8,Propofol,Líquido parenteral,10 mg/mL,Caja x vial(es) x 20 mL - Caja x ampolla(s) x 20 mL,2680651.0,USD 1.646100,"USD 4,412,619.611100",NEOETHICALS CIA. LTDA.,USD 0.900000,2022-10-11 16:52:41,SI
475,SICM-051-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=9bXEhH8m3t9TJy4yxu8ou8wKhpnsgqa3siaF4PwgjQ0,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: PARACETAMOL - FORMA FARMACÉUTICA: LÍQUIDO ORAL - CONCENTRACIÓN: 100 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO GOTERO X 15 ML -MÍNIMO-,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.24246,2022-03-24 08:00:00,First 2022,N02BE01LOR088X0,Paracetamol,Líquido oral,100 mg/mL,Caja x frasco gotero x 15 mL (mínimo),1251809.0,USD 0.242463,"USD 303,517.365567",PHARMABRAND S.A.,USD 0.218200,2022-06-08 11:53:37,SI
476,SICM-033-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=zJIiEdhoLuan9Q40wcJagOJ8EA6C398X6-GhyLKtkvs,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: PEMETREXED - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES-,Adjudicado otros oferentes,PICHINCHA / QUITO,$97.50000,2022-03-24 08:00:00,First 2022,L01BA04SPR241X0,Pemetrexed,Sólido parenteral,500 mg,Caja x vial (es),3769.0,USD 97.500000,"USD 367,477.500000",GYKORMED S.A.,USD 87.000000,2022-10-12 13:52:27,SI
477,SICM-052-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=PRXIvB4S95mS0LqxfJOCStGgoy2WO_X3pYPq0Ai2oL8,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CARBAMAZEPINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 200 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.03838,2022-03-24 08:00:00,First 2022,N03AF01SOR148X0,Carbamazepina,Sólido oral,200 mg,Caja x blíster/ristra,29943569.0,USD 0.038375,"USD 1,149,084.460375",PHARMABRAND S.A.,USD 0.036000,2022-06-08 14:04:44,SI
478,SICM-053-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=1QI7izWoaSTOAPXmWP7XIyswwU_vTesMgrdfC8OEON4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: LAMOTRIGINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 100 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.06210,2022-03-24 08:00:00,First 2022,N03AX09SOR083X0,Lamotrigina,Sólido oral,100 mg,Caja x blíster/ristra,8555909.0,USD 0.062100,"USD 531,321.948900",GENERICOS NACIONALES GENA S.A.,USD 0.021000,2022-06-08 15:19:37,SI
479,SICM-054-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Axch3tkLFhzrBCRRcFOWvvmsp0i2Wq6wKw53phahcJA,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: LEVETIRACETAM - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 1 000 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.25000,2022-03-24 08:00:00,First 2022,N03AX14SOR061X0,Levetiracetam,Sólido oral,1 000 mg,Caja x blíster/ristra,3081822.0,USD 0.250000,"USD 770,455.500000",SEVEN PHARMA DEL ECUADOR DISTRIBUIDORA & COMERCIALIZADORA SEVENPHARMA S.A.,USD 0.137000,2022-06-08 15:27:32,SI
480,SICM-055-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=2CiH32b8P8Kousq_Ul0DGpoDM-u8lXPdZpHehfB89OM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: LEVETIRACETAM - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.18600,2022-03-24 08:00:00,First 2022,N03AX14SOR241X0,Levetiracetam,Sólido oral,500 mg,Caja x blíster/ristra,1785840.0,USD 0.186000,"USD 332,166.240000",SEVEN PHARMA DEL ECUADOR DISTRIBUIDORA & COMERCIALIZADORA SEVENPHARMA S.A.,USD 0.077000,2022-06-08 15:32:00,SI
481,SICM-056-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=QrICJw6OZq4WkQQjbR-9kSz4wTuzdPsxTaG9BE0V7DA,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ATROPINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 1 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 1 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.21000,2022-03-24 08:00:00,First 2022,A03BA01LPR056A3,Atropina,Líquido parenteral,1 mg/mL,Caja x ampolla(s) x 1 mL,1319862.0,USD 0.210000,"USD 277,171.020000",TOTALCARE PHARMA S.A.,USD 0.140000,2022-06-20 14:59:09,SI
483,SICM-058-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=vFjcthUqtOwcJoZsD_Ro6-IUcQZwtuGAFa-YPZDsG64,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ONDANSETRÓN - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 2 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 4 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.60000,2022-03-24 08:00:00,First 2022,A04AA01LPR130A7,Ondansetrón,Líquido parenteral,2 mg/mL,Caja x ampolla(s) x 4 mL,1378321.0,USD 0.600000,"USD 826,992.600000",SALUD EXPRESS SALUDEXPRESS CIA LTDA,USD 0.190000,2022-08-17 12:56:18,SI
484,SICM-059-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=idiGnVI9bl3MafE9yYLs7ccAhCWtxc6nc7qXcO9FPFo,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: INSULINA GLARGINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 100 UI/ML - PRESENTACIÓN COMERCIAL: CAJA X CARTUCHO-S- / PLUMA-S-,Adjudicado oferente ganador,PICHINCHA / QUITO,$8.57371,2022-03-24 08:00:00,First 2022,A10AE04LPR090X0,Insulina glargina,Líquido parenteral,100 UI/mL,Caja x cartucho(s) / pluma(s),94651.0,USD 8.573707,"USD 811,509.941257",OFTALVIS S.A.,USD 7.480000,2022-06-28 09:43:08,SI
485,SICM-060-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=b-mxgSxYpHRDeb9VXZnO7_cHOmBrAwxJpxll2yQZShM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: METFORMINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 750 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.05910,2022-03-24 08:00:00,First 2022,A10BA02SOR272X0,Metformina,Sólido oral,750 mg,Caja x blíster/ristra,3156530.0,USD 0.059100,"USD 186,550.923000",ETICAL LABORATORIOS ETICAL S.A,USD 0.043100,2022-06-07 12:42:07,SI
486,SICM-034-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=XzvpbrAQ5xO9qaNf3DptnhL0gtI4doN13F2ebXBfi3A,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: GEMCITABINA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 200 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES-,Adjudicado oferente ganador,PICHINCHA / QUITO,$10.94680,2022-03-24 08:00:00,First 2022,L01BC05SPR148X0,Gemcitabina,Sólido parenteral,200 mg,Caja x vial (es),39468.0,USD 10.946800,"USD 432,048.302400",SEVEN PHARMA DEL ECUADOR DISTRIBUIDORA & COMERCIALIZADORA SEVENPHARMA S.A.,USD 3.170000,2022-06-01 17:35:02,SI
489,SICM-037-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Dc87fdFsW3MOI8UxF3L5gb48W_UeNV8olJnzbvkgNMA,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: IRINOTECAN - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 20 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- X 5 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$15.19840,2022-03-24 08:00:00,First 2022,L01XX19LPR144V5,Irinotecan,Líquido parenteral,20 mg/mL,Caja x vial(es) x 5 mL,10663.0,USD 15.198400,"USD 162,060.539200",SEVEN PHARMA DEL ECUADOR DISTRIBUIDORA & COMERCIALIZADORA SEVENPHARMA S.A.,USD 6.070000,2022-05-31 13:28:50,SI
491,SICM-039-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=4XPGnGX2YOYk8ouw5GjpsqUsOxOZBYAxJ_E_zmyhN_w,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: MEROPENEM - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES-,Adjudicado oferente ganador,PICHINCHA / QUITO,$2.96000,2022-03-24 08:00:00,First 2022,J01DH02SPR241X0,Meropenem,Sólido parenteral,500 mg,Caja x vial (es),1133743.0,USD 2.960000,"USD 3,355,879.280000",TOTALCARE PHARMA S.A.,USD 1.520000,2022-06-20 15:28:54,SI
492,SICM-040-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=KscSdnaavqeGQoQco9JwckvIOrbxGDKcw9JokN2xQ0Y,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: VALGANCICLOVIR - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 450 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA/FRASCO DOSIS PERSONAL, NO ENVASE HOSPITALARIO",Adjudicado otros oferentes,PICHINCHA / QUITO,$4.02930,2022-03-24 08:00:00,First 2022,J05AB14SOR219X0,Valganciclovir,Sólido oral,450 mg,"Caja x blíster/ristra/frasco dosis personal, no envase hospitalario.",143462.0,USD 4.029300,"USD 578,051.436600",PROPHAR S.A,USD 2.959800,2022-09-21 16:01:52,SI
494,SICM-042-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Pk0iQCNaLqvjkuw7DKm17ifgfy3fMXmtjzylVwsXgsw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ENOXAPARINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 4 000 UI -40 MG - PRESENTACIÓN COMERCIAL: CAJA X JERINGA-S- PRELLENADA-S-,Adjudicado oferente ganador,PICHINCHA / QUITO,$2.02000,2022-03-24 08:00:00,First 2022,B01AB05LPR208X0,Enoxaparina,Líquido parenteral,4 000 UI (40 mg),Caja x jeringa(s) prellenada(s),2419602.0,USD 2.020000,"USD 4,887,596.040000",NEOETHICALS CIA. LTDA.,USD 1.870000,2022-05-30 15:38:47,SI
496,SICM-044-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=T3vV-z2I2Ptlfcy4mTnLXXbqWlAFATdsQbWZ7zqrSSA,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: FACTOR VIII - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 500 UI RECOMBINANTE - PRESENTACIÓN COMERCIAL: CAJA X VIAL CON DILUYENTE Y KIT PARA ADMINISTRACIÓN,Adjudicado oferente ganador,PICHINCHA / QUITO,$189.72000,2022-03-24 08:00:00,First 2022,B02BD02SPR317X0,Factor VIII,Sólido parenteral,500 UI (recombinante),Caja x vial con diluyente y kit para administración.,20798.0,USD 189.720000,"USD 3,945,796.560000",OFTALVIS S.A.,USD 65.000000,2025-03-18 13:17:02,SI
497,SICM-045-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=H0TywRbPGteyVhcokmBoM47STIiZIA1qOk9TQkw9epI,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: FACTOR VIII - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 UI PLASMÁTICO - PRESENTACIÓN COMERCIAL: CAJA X VIAL CON DILUYENTE Y KIT PARA ADMINISTRACIÓN,Adjudicado oferente ganador,PICHINCHA / QUITO,$280.00000,2022-03-24 08:00:00,First 2022,B02BD02SPR318X0,Factor VIII,Sólido parenteral,1 000 UI (plasmático),Caja x vial con diluyente y kit para administración.,26928.0,USD 280.000000,"USD 7,539,840.000000",LETERAGO DEL ECUADOR S.A,USD 159.700000,2025-03-28 12:36:47,SI
498,SICM-001-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=cVwCPgyFZxBI3jdMebl-v7FM1nzTwYtAlWgLD1fJVMw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: GEMCITABINA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL -ES-,Adjudicado otros oferentes,PICHINCHA / QUITO,$21.32000,2022-03-23 08:00:00,First 2022,L01BC05SPR061X0,Gemcitabina,Sólido parenteral,1 000 mg,Caja x vial (es),19339.0,USD 21.320000,"USD 412,307.480000",SEVEN PHARMA DEL ECUADOR DISTRIBUIDORA & COMERCIALIZADORA SEVENPHARMA S.A.,USD 6.700000,2022-09-06 17:23:41,SI
499,SICM-016-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=yVgJCjjDF3WtRlrUkgS9ahdDnrpnwER8VeEyvnPnoew,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: LOSARTÁN - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 50 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.01313,2022-03-23 08:00:00,First 2022,C09CA01SOR235X0,Losartán,Sólido oral,50 mg,Caja x blíster/ristra,183429209.0,USD 0.013128,"USD 2,408,058.655752",PHARMABRAND S.A.,USD 0.008977,2022-06-06 12:17:27,SI
500,SICM-002-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=TjtVE1F8HVXXyDODg-iR-RLSbAeUdkXaovpP4ze2j-U,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: BORTEZOMIB - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 3,5 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL -ES-",Adjudicado otros oferentes,PICHINCHA / QUITO,$61.94000,2022-03-23 08:00:00,First 2022,L01XX32SPR178X0,Bortezomib,Sólido parenteral,"3,5 mg",Caja x vial (es),7312.0,USD 61.940000,"USD 452,905.280000",SEVEN PHARMA DEL ECUADOR DISTRIBUIDORA & COMERCIALIZADORA SEVENPHARMA S.A.,USD 17.600000,2022-10-03 10:19:29,SI
501,SICM-017-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=lOq1mYyg9fEpti6e-IpYJk8ehXsBxO7SeHXhvfXQb0E,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ATORVASTATINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 20 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.05000,2022-03-23 08:00:00,First 2022,C10AA05SOR140X0,Atorvastatina,Sólido oral,20 mg,Caja x blíster/ristra,2337879.0,USD 0.050000,"USD 116,893.950000",NEOETHICALS CIA. LTDA.,USD 0.025400,2022-05-30 17:02:28,SI
502,SICM-003-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=nGLqdhOvIQBeo-EIyxnTSLQAdlbRz6nHyySLo0oKbuw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: PIPERACILINA + TAZOBACTAM - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 4 000 MG + 500 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL -ES-,Adjudicado oferente ganador,PICHINCHA / QUITO,$1.98510,2022-03-23 08:00:00,First 2022,J01CR05SPR206X0,Piperacilina + tazobactam,Sólido parenteral,4 000 mg + 500 mg,Caja x vial (es),1638666.0,USD 1.985100,"USD 3,252,915.876600",NEOETHICALS CIA. LTDA.,USD 1.364500,2022-05-30 14:35:22,SI
503,SICM-018-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=rHSFZN-arUUNDU4b4pbsRDuhtoafFX1B_ZclgMVHyhI,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ATORVASTATINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 40 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.20000,2022-03-23 08:00:00,First 2022,C10AA05SOR209X0,Atorvastatina,Sólido oral,40 mg,Caja x blíster/ristra,3037158.0,USD 0.200000,"USD 607,431.600000",FARMABION DEL ECUADOR C.A.,USD 0.099000,2022-09-21 13:11:19,SI
504,SICM-004-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=olTnXbaEcT9xwR5wYnmNWnAXDPOkH2hzi4GY2sy_fpU,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: MEROPENEM - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL -ES-,Adjudicado oferente ganador,PICHINCHA / QUITO,$4.40000,2022-03-23 08:00:00,First 2022,J01DH02SPR061X0,Meropenem,Sólido parenteral,1 000 mg,Caja x vial (es),1081176.0,USD 4.400000,"USD 4,757,174.400000",TOTALCARE PHARMA S.A.,USD 2.850000,2022-08-08 11:55:27,SI
505,SICM-005-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=elTVIKZgmUKA_pM78Ibr1ACNNcrScAWtXHtXSvsY-3Q,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: IMIPENEM + CILASTATINA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 500 MG + 500 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- CON DILUYENTE - CAJA X VIAL-ES-,Adjudicado otros oferentes,PICHINCHA / QUITO,$4.54437,2022-03-23 08:00:00,First 2022,J01DH51SPR246X0,Imipenem + cilastatina,Sólido parenteral,500 mg + 500 mg,Caja x vial(es) con diluyente - Caja x vial(es),527112.0,USD 4.544368,"USD 2,395,390.905216",PHARMEDIC S.A.,USD 3.950000,2022-07-21 13:46:49,SI
506,SICM-019-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=ihQ5tHDkyxItRp_s1N3NZNzTjmo-WfKCJIg1mlnLvGs,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: TAMSULOSINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 0,4 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA",Adjudicado oferente ganador,PICHINCHA / QUITO,$0.04000,2022-03-23 08:00:00,First 2022,G04CA02SOR039X0,Tamsulosina,Sólido oral,"0,4 mg",Caja x blíster/ristra,35310549.0,USD 0.040000,"USD 1,412,421.960000",NEOETHICALS CIA. LTDA.,USD 0.024900,2022-05-30 17:11:27,SI
507,SICM-006-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=frBsGjUYRBVx4novYXuaJjISA-0vfWzfZ0lM2Yg6lJU,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: LEVOFLOXACINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.08927,2022-03-23 08:00:00,First 2022,J01MA12SOR241X0,Levofloxacina,Sólido oral,500 mg,Caja x blíster/ristra,2692803.0,USD 0.089270,"USD 240,386.523810",TOTALCARE PHARMA S.A.,USD 0.055000,2022-06-20 15:30:43,SI
508,SICM-020-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=nKfHdRyzO2dCVpswKVSPO8nZIzWhCZ-KoxljRn40j6s,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: KETOROLACO - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 30 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 1 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.17413,2022-03-23 08:00:00,First 2022,M01AB15LPR182A3,Ketorolaco,Líquido parenteral,30 mg/mL,Caja x ampolla(s) x 1 mL,11480234.0,USD 0.174130,"USD 1,999,053.146420",PHARMEDIC S.A.,USD 0.095000,2022-06-08 16:47:24,SI
509,SICM-007-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=xsCbikHqHSa0BeGekv0jYwGxUPglSUtPpoQSmMSqnUc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: METRONIDAZOL - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 5 MG/ML - PRESENTACIÓN COMERCIAL: FRASCO PLÁSTICO/FUNDA AUTOCOLAPSABLE X 100 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.50000,2022-03-23 08:00:00,First 2022,J01XD01LPR225D2,Metronidazol,Líquido parenteral,5 mg/mL,Frasco plástico/funda autocolapsable x 100 mL,1743004.0,USD 0.500000,"USD 871,502.000000",NEOETHICALS CIA. LTDA.,USD 0.345600,2022-05-30 15:13:50,SI
510,SICM-008-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=gJbdHPg2U4MZn0ewXO8VLCg8lJSUqawdihRBUjKW0ZM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: NITROFURANTOÍNA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 100 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.06900,2022-03-23 08:00:00,First 2022,J01XE01SOR083X0,Nitrofurantoína,Sólido oral,100 mg,Caja x blíster/ristra,32942410.0,USD 0.069000,"USD 2,273,026.290000",NEOETHICALS CIA. LTDA.,USD 0.031400,2022-05-30 15:38:45,SI
